Description of Emergency,Title of Emergency
OTT RD & W LEVERING MILL RD;  LOWER MERION; Station 313; 2015-12-22 @ 01:56:49;,EMS: SYNCOPAL EPISODE
MAYFLOWER RD & COLONY LN;  WHITEMARSH; Station 318; 2015-12-22 @ 02:22:08;,EMS: RESPIRATORY EMERGENCY
WELSH RD & BELL RUN BLVD;  MONTGOMERY; Station 345A; 2015-12-22 @ 02:41:09;,EMS: OVERDOSE
GRAVEL PIKE & BLOMMER DR;  UPPER HANOVER; Station 369; 2015-12-22 @ 02:58:46;,EMS: CARDIAC EMERGENCY
SUSQUEHANNA RD & SPARK DR;  UPPER DUBLIN; Station 351; 2015-12-22 @ 03:18:30;,EMS: HEMORRHAGING
BUTLER PIKE & STENTON AVE; WHITPAIN; 2015-12-22 @ 03:16:39;,Traffic: VEHICLE ACCIDENT -
ROUND MEADOW LN & MOORE RD;  UPPER MORELAND; Station 384; 2015-12-22 @ 03:25:43;,EMS: UNRESPONSIVE SUBJECT
VILLAGE AVE & WISTERIA WAY;  SKIPPACK; Station 336; 2015-12-22 @ 03:31:23;,EMS: CARDIAC EMERGENCY
HANSEN ACCESS RD & S HENDERSON RD; UPPER MERION; 2015-12-22 @ 03:39:25-Station:STA49;,Fire: FIRE ALARM
WELSH RD & WALTON RD;  LOWER MORELAND; Station 355; 2015-12-22 @ 03:54:02;,EMS: DIABETIC EMERGENCY
BREYER CT & DEAD END; CHELTENHAM; 2015-12-22 @ 04:12:01-Station:STA5;,Fire: FIRE INVESTIGATION
SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; Station 381; 2015-12-22 @ 04:12:49;,EMS: HEAD INJURY
KING ST & N YORK ST;  POTTSTOWN; Station 329; 2015-12-22 @ 04:18:43;,EMS: UNKNOWN MEDICAL EMERGENCY
LAFAYETTE RD & SPRINGVIEW RD; EAST NORRITON; 2015-12-22 @ 04:52:05;,Traffic: HAZARDOUS ROAD CONDITIONS -
PENN ST & SUMMIT AVE;  HATBORO; Station 384; 2015-12-22 @ 05:07:08;,EMS: BACK PAINS/INJURY
HAYWOOD RD & WALKER RD;  AMBLER; Station 351; 2015-12-22 @ 05:13:47;,EMS: CARDIAC EMERGENCY
FAYETTE ST & BUTLER PIKE;  PLYMOUTH; Station 308; 2015-12-22 @ 05:12:16;,EMS: FALL VICTIM
DOCK DR & DETWILER RD;  TOWAMENCIN; Station 345B; 2015-12-22 @ 05:18:49;,EMS: RESPIRATORY EMERGENCY
SUSQUEHANNA RD & PINETOWN RD; UPPER DUBLIN; 2015-12-22 @ 05:53:06;,Traffic: ROAD OBSTRUCTION -
GERMANTOWN PIKE & MAYFLOWER RD; WHITEMARSH; 2015-12-22 @ 06:05:30-Station:STA29;,Fire: FIRE ALARM
N TROOPER RD & RIDGE PIKE; LOWER PROVIDENCE; 2015-12-22 @ 06:01:55;,Traffic: VEHICLE ACCIDENT -
DEERFIELD DR & MARTHA LN;  LOWER PROVIDENCE; Station 322; 2015-12-22 @ 06:20:45;,EMS: MEDICAL ALERT ALARM
MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-22 @ 06:19:14;,EMS: FALL VICTIM
GAME FARM RD & RYANFORD RD; LIMERICK; 2015-12-22 @ 06:20:17;,Traffic: DISABLED VEHICLE -
EMILY LN & PARK AVE;  LOWER SALFORD; Station 344; 2015-12-22 @ 06:21:18;,EMS: DIZZINESS
BLAIR MILL RD & W MORELAND AVE; UPPER MORELAND; 2015-12-22 @ 06:25:04;,Traffic: VEHICLE ACCIDENT -
DEKALB PIKE & SUMNEYTOWN PIKE; LOWER GWYNEDD; 2015-12-22 @ 06:24:40;,Traffic: VEHICLE ACCIDENT -
ARDMORE AVE & W ATHENS AVE; LOWER MERION; 2015-12-22 @ 06:23:35;,Traffic: ROAD OBSTRUCTION -
SCARLET OAK DR & ELDER LN;  WHITEMARSH; Station 318; 2015-12-22 @ 06:27:24;,EMS: GENERAL WEAKNESS
BIG RD & HOFFMANSVILLE RD; NEW HANOVER; 2015-12-22 @ 06:47:02;,Traffic: VEHICLE ACCIDENT -
WHARTON RD & PARKDALE AVE;  ABINGTON; Station 383; 2015-12-22 @ 06:48:47;,EMS: NAUSEA/VOMITING
GREENWOOD AVE & BARKER RD;  CHELTENHAM; Station 358A; 2015-12-22 @ 06:54:18;,EMS: CARDIAC EMERGENCY
WALNUT GROVE DR & DRESHER RD;  HORSHAM; Station 352; 2015-12-22 @ 06:55:05;,EMS: VEHICLE ACCIDENT
WALNUT GROVE DR & DRESHER RD; HORSHAM; 2015-12-22 @ 06:54:44;,Traffic: VEHICLE ACCIDENT -
SHERWOOD LN & MAPLE AVE;  HORSHAM; Station 352; 2015-12-22 @ 07:14:27;,EMS: RESPIRATORY EMERGENCY
PLYMOUTH RD & GRASSHOPPER LN; LOWER GWYNEDD; 2015-12-22 @ 07:13:46;,Traffic: VEHICLE ACCIDENT -
W OAK ST;  NORRISTOWN; Station 308A; 2015-12-22 @ 07:16:35;,EMS: UNRESPONSIVE SUBJECT
GERMANTOWN PIKE & MAYFLOWER RD; WHITEMARSH; 2015-12-22 @ 07:20:06;,Traffic: VEHICLE ACCIDENT -
COWPATH RD & BERGEY RD; HATFIELD TOWNSHIP; 2015-12-22 @ 07:18:34;,Traffic: VEHICLE ACCIDENT -
MAIN ST & E CHURCH AVE; TELFORD; 2015-12-22 @ 07:17:51;,Traffic: VEHICLE ACCIDENT -
RT202 PKWY & HORSHAM RD; MONTGOMERY; 2015-12-22 @ 07:24:20;,Traffic: DISABLED VEHICLE -
WOODLAND AVE & DEAD END;  CHELTENHAM; Station 358; 2015-12-22 @ 07:30:47;,EMS: UNKNOWN MEDICAL EMERGENCY
COLONIAL DR & HENDRICKS RD; LOWER FREDERICK; 2015-12-22 @ 07:29:22;,Traffic: VEHICLE ACCIDENT -
RIDGE PIKE & SPRING MILL RD; WHITEMARSH; 2015-12-22 @ 07:28:41;,Traffic: VEHICLE ACCIDENT -
EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; Station 322; 2015-12-22 @ 07:32:24;,EMS: DIABETIC EMERGENCY
VALLEY FORGE RD & W BEIDLER RD;  UPPER MERION; Station 317; 2015-12-22 @ 07:37:42;,EMS: VEHICLE ACCIDENT
DAVISVILLE RD & BYBERRY RD; UPPER MORELAND; 2015-12-22 @ 07:40:32;,Traffic: VEHICLE ACCIDENT -
PRISON RD & PIGGERY RD; SKIPPACK; 2015-12-22 @ 07:40:08;,Traffic: VEHICLE ACCIDENT -
VALLEY FORGE RD & W BEIDLER RD; UPPER MERION; 2015-12-22 @ 07:37:20;,Traffic: VEHICLE ACCIDENT -
SPRING MILL RD & LILAC LN;  WHITEMARSH; Station 318; 2015-12-22 @ 07:43:40;,EMS: CARDIAC EMERGENCY
MAPLE AVE & WAYNE AVE;  HORSHAM; Station 352; 2015-12-22 @ 07:45:19;,EMS: RESPIRATORY EMERGENCY
RT422  & PERKIOMEN TRAIL UNDERPASS; UPPER PROVIDENCE; 2015-12-22 @ 07:48:14;,Traffic: VEHICLE ACCIDENT -
HORSESHOE DR & N 7TH AVE;  LIMERICK; Station 325; 2015-12-22 @ 07:56:09;,EMS: SUBJECT IN PAIN
COMMERCE DR & RT309 OVERPASS; UPPER DUBLIN; 2015-12-22 @ 07:57:34;,Traffic: VEHICLE ACCIDENT -
WASHINGTON ST & DEAD END; POTTSTOWN; 2015-12-22 @ 08:09:03;,Traffic: VEHICLE ACCIDENT -
HUNTINGDON PIKE & MOREDON RD;  ABINGTON; Station 382; 2015-12-22 @ 08:16:42;,EMS: CARDIAC EMERGENCY
ANDERS PL & EAGLE STREAM DR;  LOWER PROVIDENCE; Station 322; 2015-12-22 @ 08:18:25;,EMS: FALL VICTIM
BUCK RD & BROOKE RD;  UPPER HANOVER; Station 369; 2015-12-22 @ 08:21:57;,EMS: CARDIAC EMERGENCY
CHURCH RD & E HANCOCK ST; LANSDALE; 2015-12-22 @ 08:23:32;,Traffic: VEHICLE ACCIDENT -
W LAUREL AVE & COTTMAN ST; CHELTENHAM; 2015-12-22 @ 08:22:04;,Traffic: VEHICLE ACCIDENT -
KING ST & PENN ST;  POTTSTOWN; Station 329; 2015-12-22 @ 08:30:33;,EMS: ASSAULT VICTIM
SUSQUEHANNA RD & HUNTINGDON RD;  ABINGTON; Station 381; 2015-12-22 @ 08:28:15;,EMS: FALL VICTIM
CEDARVILLE RD & S HANOVER ST; CHESTER COUNTY; 2015-12-22 @ 08:29:49;,Traffic: VEHICLE ACCIDENT -
E MONTGOMERY AVE & CHERRY LN; LOWER MERION; 2015-12-22 @ 08:29:29;,Traffic: VEHICLE ACCIDENT -
PINETOWN RD & FEATHERBED LN; LOWER PROVIDENCE; 2015-12-22 @ 08:30:05;,Traffic: VEHICLE ACCIDENT -
GRAVERS RD & JOHNSON RD;  PLYMOUTH; Station 308; 2015-12-22 @ 08:34:45;,EMS: UNKNOWN MEDICAL EMERGENCY
EDGE HILL RD & HAWTHORNE RD; ABINGTON; 2015-12-22 @ 08:40:41;,Traffic: ROAD OBSTRUCTION -
HIGH ST & ARMAND HAMMER BLVD; POTTSTOWN; 2015-12-22 @ 08:53:16;,Traffic: VEHICLE ACCIDENT -
SHELMIRE ST & CEDAR RD; ABINGTON; 2015-12-22 @ 08:55:08;,Traffic: VEHICLE ACCIDENT -
JEFFERSON CT & MORGANDALE DR;  TOWAMENCIN; Station 345B; 2015-12-22 @ 09:04:19;,EMS: FALL VICTIM
SPRING LN & GEHMAN RD;  TOWAMENCIN; Station 345B; 2015-12-22 @ 09:02:41;,EMS: FALL VICTIM
ASHBOURNE RD & PARK AVE;  CHELTENHAM; Station 358; 2015-12-22 @ 09:07:55;,EMS: CARDIAC EMERGENCY
BLAIR MILL RD & CARRELL LN;  UPPER MORELAND; Station 384; 2015-12-22 @ 09:10:27;,EMS: CARDIAC EMERGENCY
PAPER MILL RD & SKYLINE DR;  SPRINGFIELD; Station 311; 2015-12-22 @ 09:06:13;,EMS: SYNCOPAL EPISODE
CAMP HILL RD & BETHLEHEM PIKE; WHITEMARSH; 2015-12-22 @ 09:06:36;,Traffic: VEHICLE ACCIDENT -
MARYLAND RD & EASTON RD; UPPER MORELAND; 2015-12-22 @ 09:10:11;,Traffic: VEHICLE ACCIDENT -
CHESTNUT CT & WOOD HOLLOW DR;  TOWAMENCIN; Station 345B; 2015-12-22 @ 09:13:09;,EMS: FALL VICTIM
ENTERPRISE RD & PRIVET RD;  HORSHAM; Station 352; 2015-12-22 @ 09:14:59;,EMS: RESPIRATORY EMERGENCY
OAK ST & BODEY ALY;  NORRISTOWN; Station 308A; 2015-12-22 @ 09:15:47;,EMS: RESPIRATORY EMERGENCY
RIDGE PIKE & CHEMICAL RD; PLYMOUTH; 2015-12-22 @ 09:13:09;,Traffic: DISABLED VEHICLE -
ROCKWELL RD & TREMONT AVE; ABINGTON; 2015-12-22 @ 09:15:42;,Traffic: VEHICLE ACCIDENT -
COWPATH RD & MORGAN ST; MONTGOMERY; 2015-12-22 @ 09:11:29;,Traffic: VEHICLE ACCIDENT -
TWINING RD & WELSH RD; UPPER DUBLIN; 2015-12-22 @ 09:12:39;,Traffic: VEHICLE ACCIDENT -
FITZWATERTOWN RD & BARTRAM RD; UPPER MORELAND; 2015-12-22 @ 09:18:20-Station:STA10;,Fire: FIRE ALARM
NORWYN RD & CRESCENT RD;  HATBORO; Station 384; 2015-12-22 @ 09:19:02;,EMS: FALL VICTIM
TWINING RD & DALE RD; UPPER DUBLIN; 2015-12-22 @ 09:12:39;,Traffic: VEHICLE ACCIDENT -
OLD YORK RD & HORACE AVE; ABINGTON; 2015-12-22 @ 09:22:45;,Traffic: VEHICLE ACCIDENT -
CHURCH RD & BENT RD;  CHELTENHAM; Station 358A; 2015-12-22 @ 09:26:02;,EMS: CARDIAC EMERGENCY
FULMER RD & B AVE;  LOWER FREDERICK; Station 331; 2015-12-22 @ 09:29:10;,EMS: RESPIRATORY EMERGENCY
OLD WELSH RD & HUNTINGDON RD; ABINGTON; 2015-12-22 @ 09:32:20;,Traffic: VEHICLE ACCIDENT -
TOWNSHIP LINE RD & WALNUT ST;  LIMERICK; Station 325; 2015-12-22 @ 09:37:26;,EMS: OVERDOSE
LANCASTER AVE & LANKENAU DR;  LOWER MERION; Station 313; 2015-12-22 @ 09:47:01;,EMS: CARDIAC EMERGENCY
SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-22 @ 09:49:16;,EMS: MEDICAL ALERT ALARM
NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2015-12-22 @ 09:48:28;,EMS: RESPIRATORY EMERGENCY
PRICE AVE & N ESSEX AVE; NARBERTH; 2015-12-22 @ 09:46:44;,Traffic: VEHICLE ACCIDENT -
OLD WELSH RD & HUNTINGDON RD;  ABINGTON; Station 381; 2015-12-22 @ 09:53:36;,EMS: SUBJECT IN PAIN
WASHINGTON LN & TOWNSHIP LINE RD;  CHELTENHAM; Station 358A; 2015-12-22 @ 09:55:52;,EMS: UNKNOWN MEDICAL EMERGENCY
BIRCHWOOD AVE & PATANE AVE;  ABINGTON; Station 381; 2015-12-22 @ 09:54:13;,EMS: ABDOMINAL PAINS
EAGLE DR & BURNSIDE AVE;  WEST NORRITON; Station 308B; 2015-12-22 @ 09:53:02;,EMS: SUBJECT IN PAIN
RT309 EXPY & TURNPIKE RAMP UNDERPASS; UPPER DUBLIN; 2015-12-22 @ 09:53:22;,Traffic: VEHICLE ACCIDENT -
RT309 EXPY & TURNPIKE RAMP UNDERPASS; UPPER DUBLIN; 2015-12-22 @ 09:55:33;,Traffic: VEHICLE ACCIDENT -
SENECA CT & CARRIAGE DR;  SKIPPACK; Station 336; 2015-12-22 @ 10:04:47;,EMS: HEMORRHAGING
RUTH CT & MAIN ST;  LOWER SALFORD; Station 344; 2015-12-22 @ 10:08:13;,EMS: ABDOMINAL PAINS
MAIN ST & FORD ST; NORRISTOWN; 2015-12-22 @ 10:24:20;,Traffic: VEHICLE ACCIDENT -
SYCAMORE LN & NORWOOD LN;  EAST NORRITON; Station 308; 2015-12-22 @ 10:26:26;,EMS: DIZZINESS
LEWIS RD & FOXMEADOW DR;  LIMERICK; Station 325; 2015-12-22 @ 10:29:29;,EMS: SYNCOPAL EPISODE
JOHNSON HWY & NORTH HILLS DR; NORRISTOWN; 2015-12-22 @ 10:26:40;,Traffic: VEHICLE ACCIDENT -
JOHNSON HWY & NORTH HILLS DR; NORRISTOWN; 2015-12-22 @ 10:32:14;,Traffic: VEHICLE ACCIDENT -
OLD YORK RD & MEETINGHOUSE RD; CHELTENHAM; 2015-12-22 @ 10:32:35-Station:STA5;,Fire: FIRE ALARM
RT100 NB & RAMP FARMINGTON AVE TO RT100 NB; UPPER POTTSGROVE; 2015-12-22 @ 10:35:02;,Traffic: DISABLED VEHICLE -
MAIN ST & FOREST AVE;  AMBLER; Station 351; 2015-12-22 @ 10:38:15;,EMS: RESPIRATORY EMERGENCY
MARKLEY ST & W ROBERTS ST; NORRISTOWN; 2015-12-22 @ 10:38:18;,Traffic: VEHICLE ACCIDENT -
STUMP HALL RD & CEDARS RD; SKIPPACK; 2015-12-22 @ 10:39:11;,Traffic: VEHICLE ACCIDENT -
MAIN ST & WALNUT ST; SCHWENKSVILLE; 2015-12-22 @ 10:41:33;,Traffic: VEHICLE ACCIDENT -
5TH ST & N BROAD ST;  LANSDALE; Station 345; 2015-12-22 @ 10:41:45;,EMS: UNRESPONSIVE SUBJECT
ALLENTOWN RD & WOODLAWN DR;  TOWAMENCIN; Station 345B; 2015-12-22 @ 10:50:03;,EMS: CARDIAC EMERGENCY
DOGWOOD LN & DEAD END;  HORSHAM; Station 352; 2015-12-22 @ 10:49:33;,EMS: FALL VICTIM
N EVANS ST & WILSON ST; POTTSTOWN; 2015-12-22 @ 10:46:53;,Traffic: VEHICLE ACCIDENT -
PROVIDENCE FORGE  & VAUGHN RD; UPPER PROVIDENCE; 2015-12-22 @ 10:51:28-Station:STA98;,Fire: FIRE INVESTIGATION
HANNAH AVE & E GERMANTOWN PIKE;  EAST NORRITON; Station 308; 2015-12-22 @ 10:55:47;,EMS: GENERAL WEAKNESS
MAIN ST & ARCH ST; NORRISTOWN; 2015-12-22 @ 10:52:29-Station:STA27;,Fire: FIRE ALARM
DAVISVILLE RD & E COUNTY LINE RD; UPPER MORELAND; 2015-12-22 @ 10:53:48;,Traffic: DISABLED VEHICLE -
EXTENSION PENNSYLVANIA TPKE & BETHEL RD OVERPASS; WORCESTER; 2015-12-22 @ 11:03:46-Station:STA76;,Fire: VEHICLE ACCIDENT
EXTENSION PENNSYLVANIA TPKE & BETHEL RD OVERPASS;  WORCESTER; Station 344; 2015-12-22 @ 11:04:12;,EMS: VEHICLE ACCIDENT
EXTENSION PENNSYLVANIA TPKE & BETHEL RD OVERPASS; WORCESTER; 2015-12-22 @ 11:04:38;,Traffic: VEHICLE ACCIDENT -
CHAIN ST & W AIRY ST;  NORRISTOWN; Station 308A; 2015-12-22 @ 11:10:38;,EMS: VEHICLE ACCIDENT
CHAIN ST & W AIRY ST; NORRISTOWN; 2015-12-22 @ 11:06:30;,Traffic: VEHICLE ACCIDENT -
OLD YORK RD & HARTE RD;  ABINGTON; Station 382; 2015-12-22 @ 11:06:30;,EMS: HEAD INJURY
CAMP HILL RD & OFFICE CENTER DR;  UPPER DUBLIN; Station 351; 2015-12-22 @ 11:08:11;,EMS: SYNCOPAL EPISODE
MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-22 @ 11:14:58;,EMS: ALTERED MENTAL STATUS
MONTGOMERY AVE & MEETING HOUSE LN; LOWER MERION; 2015-12-22 @ 11:12:49;,Traffic: ROAD OBSTRUCTION -
RT422 BYP & RAMP S HANOVER ST TO RT422 EB; CHESTER COUNTY; 2015-12-22 @ 11:13:52;,Traffic: ROAD OBSTRUCTION -
3RD AVE & FAYETTE ST; CONSHOHOCKEN; 2015-12-22 @ 11:18:00-Station:STA36;,Fire: FIRE SPECIAL SERVICE
FOREST AVE & DIVISION AVE;  UPPER MORELAND; Station 381; 2015-12-22 @ 11:17:02;,EMS: CARDIAC EMERGENCY
DEKALB PIKE & DEKALB BLVD; EAST NORRITON; 2015-12-22 @ 11:17:37;,Traffic: VEHICLE ACCIDENT -
YORK ST & UNION ALY; POTTSTOWN; 2015-12-22 @ 11:21:02-Station:STA69;,Fire: FIRE SPECIAL SERVICE
EASTON RD & SPRINGHOUSE LN;  CHELTENHAM; Station 358A; 2015-12-22 @ 11:21:45;,EMS: SYNCOPAL EPISODE
MAIN ST & FRANKLIN ST;  NORRISTOWN; Station 308A; 2015-12-22 @ 11:22:14;,EMS: FALL VICTIM
MONTGOMERY AVE & MAPLEWOOD AVE; LOWER MERION; 2015-12-22 @ 11:29:57;,Traffic: ROAD OBSTRUCTION -
ARCH ST & HAYDEN ALY;  NORRISTOWN; Station 308A; 2015-12-22 @ 11:29:53;,EMS: ABDOMINAL PAINS
SWEDE RD & HILLTOP AVE;  EAST NORRITON; Station 308; 2015-12-22 @ 11:27:21;,EMS: FALL VICTIM
UPPER GULPH RD & GULPH HILLS RD; UPPER MERION; 2015-12-22 @ 11:35:53-Station:STA48;,Fire: FIRE ALARM
GANTT DR & BILLGER DR;  LOWER MORELAND; Station 355; 2015-12-22 @ 11:38:20;,EMS: GENERAL WEAKNESS
LANCASTER AVE & CHATHAM RD; LOWER MERION; 2015-12-22 @ 11:38:35;,Traffic: VEHICLE ACCIDENT -
BLAIR MILL RD & WITMER RD; HORSHAM; 2015-12-22 @ 11:40:57-Station:STA15;,Fire: FIRE ALARM
STATION CIR & HAVERFORD AVE; NARBERTH; 2015-12-22 @ 11:44:25;,Traffic: VEHICLE ACCIDENT -
N LEWIS RD & LINFIELD TRAPPE RD; LIMERICK; 2015-12-22 @ 11:43:30;,Traffic: DISABLED VEHICLE -
EASTON RD & GILPIN RD;  UPPER MORELAND; Station 381; 2015-12-22 @ 11:47:32;,EMS: VEHICLE ACCIDENT
EASTON RD & GILPIN RD; UPPER MORELAND; 2015-12-22 @ 11:47:11;,Traffic: VEHICLE ACCIDENT -
BETHLEHEM PIKE & E MILL RD;  SPRINGFIELD; Station 311; 2015-12-22 @ 11:57:26;,EMS: HEAD INJURY
TOWNSHIP LINE RD & NEW SECOND ST; CHELTENHAM; 2015-12-22 @ 11:57:07;,Traffic: VEHICLE ACCIDENT -
CEDAR GROVE RD & WELLS ST; WHITEMARSH; 2015-12-22 @ 12:03:02;,Traffic: VEHICLE ACCIDENT -
STENTON AVE & GRANARY RD; WHITPAIN; 2015-12-22 @ 12:06:32;,Traffic: VEHICLE ACCIDENT -
RIDGE PIKE & BARREN HILL RD; WHITEMARSH; 2015-12-22 @ 12:08:55;,Traffic: VEHICLE ACCIDENT -
CASTLEWOOD RD & ROLL AVE; ABINGTON; 2015-12-22 @ 12:15:08-Station:STA300;,Fire: FIRE ALARM
HIGH ST & S SUNNYBROOK RD; LOWER POTTSGROVE; 2015-12-22 @ 12:13:49;,Traffic: VEHICLE ACCIDENT -
RIDGE PIKE;  WHITEMARSH; Station 318; 2015-12-22 @ 12:17:08;,EMS: VEHICLE ACCIDENT
RIDGE PIKE & N PARK AVE; LOWER PROVIDENCE; 2015-12-22 @ 12:18:46;,Traffic: VEHICLE ACCIDENT -
GERLOFF RD & DIESINGER DR;  LIMERICK; Station 324A; 2015-12-22 @ 12:30:26;,EMS: FALL VICTIM
MUHLENBURG DR & STIRLING WAY;  WHITPAIN; Station 385; 2015-12-22 @ 12:29:35;,EMS: SEIZURES
BIG RD & COLONIAL RD;  UPPER FREDERICK; Station 331; 2015-12-22 @ 12:31:29;,EMS: RESPIRATORY EMERGENCY
EGYPT RD & MEADOWVIEW LN;  UPPER PROVIDENCE; Station 3A85; 2015-12-22 @ 12:40:26;,EMS: UNKNOWN MEDICAL EMERGENCY
GERLOFF RD & DIESINGER DR; LIMERICK; 2015-12-22 @ 12:41:26-Station:STA54;,Fire: FIRE SPECIAL SERVICE
GLASGOW ST & PRINCE ST;  WEST POTTSGROVE; Station 329; 2015-12-22 @ 12:45:30;,EMS: RESPIRATORY EMERGENCY
EVANSBURG RD & GERMANTOWN PIKE;  LOWER PROVIDENCE; Station 322; 2015-12-22 @ 12:42:27;,EMS: VEHICLE ACCIDENT
EVANSBURG RD & GERMANTOWN PIKE; LOWER PROVIDENCE; 2015-12-22 @ 12:41:50;,Traffic: VEHICLE ACCIDENT -
OLD YORK RD & HORACE AVE;  ABINGTON; Station 381; 2015-12-22 @ 12:49:49;,EMS: CARDIAC EMERGENCY
N YORK ST;  POTTSTOWN; Station 329; 2015-12-22 @ 12:50:14;,EMS: UNRESPONSIVE SUBJECT
RAMP RT422 EB TO I76 EB & RAMP RT202 NB TO I76 EB; UPPER MERION; 2015-12-22 @ 12:49:58;,Traffic: VEHICLE ACCIDENT -
RAMP RT422 EB TO I76 EB & RAMP RT202 NB TO I76 EB; UPPER MERION; 2015-12-22 @ 12:50:47;,Traffic: VEHICLE ACCIDENT -
RAMP RT422 EB TO I76 EB;  UPPER MERION; Station 317; 2015-12-22 @ 12:52:31;,EMS: VEHICLE FIRE
RAMP RT422 EB TO I76 EB; UPPER MERION; 2015-12-22 @ 12:54:50-Station:STA47;,Fire: VEHICLE FIRE
WALNUT RIDGE ESTS & DEAD END;  LOWER POTTSGROVE; Station 329; 2015-12-22 @ 12:55:37;,EMS: FRACTURE
BEECH ST & JOHNSON ST;  POTTSTOWN; Station 329; 2015-12-22 @ 12:50:14;,EMS: UNRESPONSIVE SUBJECT
LAKESIDE DR & PRUDENTIAL RD;  HORSHAM; Station 352; 2015-12-22 @ 12:58:09;,EMS: RESPIRATORY EMERGENCY
RIDGE PIKE & SPRING MILL RD;  WHITEMARSH; Station 318; 2015-12-22 @ 13:04:09;,EMS: BACK PAINS/INJURY
PLAZA DR & MARKET ST; UPPER PROVIDENCE; 2015-12-22 @ 13:02:17;,Traffic: VEHICLE ACCIDENT -
SCHUYLKILL EXPY & S GULPH RD UNDERPASS; UPPER MERION; 2015-12-22 @ 13:08:49;,Traffic: ROAD OBSTRUCTION -
SCHUYLKILL EXPY & S GULPH RD UNDERPASS; UPPER MERION; 2015-12-22 @ 13:10:30;,Traffic: ROAD OBSTRUCTION -
BETHLEHEM PIKE & KNAPP RD; MONTGOMERY; 2015-12-22 @ 13:09:04;,Traffic: VEHICLE ACCIDENT -
WASSER RD & WARNER SCHOOL RD;  UPPER HANOVER; Station 369; 2015-12-22 @ 13:11:45;,EMS: SYNCOPAL EPISODE
EASTON RD & W MORELAND AVE; HORSHAM; 2015-12-22 @ 13:16:12;,Traffic: VEHICLE ACCIDENT -
SKIPPACK PIKE & CHURCH RD; SKIPPACK; 2015-12-22 @ 13:20:22;,Traffic: VEHICLE ACCIDENT -
VALLEY VIEW RD & S GULPH RD;  UPPER MERION; Station 317; 2015-12-22 @ 13:25:36;,EMS: FRACTURE
WASHINGTON LN & SUSQUEHANNA RD; ABINGTON; 2015-12-22 @ 13:25:24;,Traffic: VEHICLE ACCIDENT -
FARMINGTON AVE & STONE HILL DR;  UPPER POTTSGROVE; Station 329; 2015-12-22 @ 13:28:27;,EMS: FALL VICTIM
WASHINGTON LN;  ABINGTON; Station 382; 2015-12-22 @ 13:26:34;,EMS: VEHICLE ACCIDENT
2ND AVE;  COLLEGEVILLE; Station 324; 2015-12-22 @ 13:39:17;,EMS: VEHICLE ACCIDENT
2ND AVE & E MAIN ST; COLLEGEVILLE; 2015-12-22 @ 13:38:39;,Traffic: VEHICLE ACCIDENT -
VALLEY VIEW RD & S GULPH RD; UPPER MERION; 2015-12-22 @ 13:48:47-Station:STA48;,Fire: CARBON MONOXIDE DETECTOR
OLD GULPH RD & SPRING MILL RD; LOWER MERION; 2015-12-22 @ 13:49:32;,Traffic: DISABLED VEHICLE -
RIDGE PIKE & RAMP I476 SB TO RIDGE PIKE WB; PLYMOUTH; 2015-12-22 @ 13:55:25;,Traffic: VEHICLE ACCIDENT -
JEFFERSON ST & ASHLAND AVE; LOWER MERION; 2015-12-22 @ 13:55:05;,Traffic: HAZARDOUS ROAD CONDITIONS -
LAYFIELD RD & WILD RUN RD; UPPER HANOVER; 2015-12-22 @ 14:00:57;,Traffic: VEHICLE ACCIDENT -
RT422  & RAMP RT422 EB TO RT202 SB; CHESTER COUNTY; 2015-12-22 @ 13:56:53;,Traffic: VEHICLE ACCIDENT -
RT422  & RAMP RT422 EB TO RT202 SB; CHESTER COUNTY; 2015-12-22 @ 13:58:28;,Traffic: VEHICLE ACCIDENT -
RAMP NORRISTOWN RD TO RT309 NB & RT309 EXPY NB; LOWER GWYNEDD; 2015-12-22 @ 14:01:36;,Traffic: VEHICLE ACCIDENT -
8TH ST & JOHNSON ST; POTTSTOWN; 2015-12-22 @ 14:03:29-Station:STA69;,Fire: FIRE ALARM
2ND ST & MEADOWLAND DR;  RED HILL; Station 369; 2015-12-22 @ 14:05:45;,EMS: ALTERED MENTAL STATUS
EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; Station 322; 2015-12-22 @ 14:02:15;,EMS: HEAD INJURY
AVENUE B  & EDGEWOOD AVE;  HORSHAM; Station 352; 2015-12-22 @ 14:02:49;,EMS: HEMORRHAGING
SAN GABRIEL AVE & HUNTINGDON PIKE; ABINGTON; 2015-12-22 @ 14:04:58;,Traffic: ROAD OBSTRUCTION -
BLACK ROCK RD & S TRAPPE RD;  UPPER PROVIDENCE; Station 325; 2015-12-22 @ 14:06:35;,EMS: CARDIAC EMERGENCY
